學號,姓名,課程代碼,課程名稱,學分,教師,期中考,期末考,平時成績
41232207A,學生57,AEU0022,資料結構,3,教師35,23,13,81
41190042M,學生1215,AEU0022,資料結構,3,教師35,2,8,52
41141201S,學生1355,AEU0022,資料結構,3,教師35,21,89,23
41001012E,學生153,AEU0022,資料結構,3,教師35,52,52,25
41268243T,學生1719,AEU0022,資料結構,3,教師35,1,1,88
41077226H,學生799,AEU0022,資料結構,3,教師35,87,83,59
41205004E,學生237,AEU0022,資料結構,3,教師35,29,91,40
41201242E,學生183,AEU0022,資料結構,3,教師35,37,59,28
41157203O,學生1263,AEU0022,資料結構,3,教師35,1,70,14
41143105S,學生1450,AEU0022,資料結構,3,教師35,63,43,44
41222209L,學生1046,AEU0022,資料結構,3,教師35,59,7,64
41257218O,學生1278,AEU0022,資料結構,3,教師35,20,46,88
411H0244I,學生947,AEU0022,資料結構,3,教師35,32,34,70
41077134H,學生807,AEU0022,資料結構,3,教師35,75,77,8
41222020L,學生1057,AEU0022,資料結構,3,教師35,57,80,87
41068103T,學生1679,AEU0022,資料結構,3,教師35,21,35,0
41257025O,學生1285,AEU0022,資料結構,3,教師35,88,49,7
41257115O,學生1275,AEU0022,資料結構,3,教師35,48,3,87
41177116H,學生789,AEU0022,資料結構,3,教師35,90,1,62
41226102L,學生1133,AEU0022,資料結構,3,教師35,58,5,10
41007102E,學生330,AEU0022,資料結構,3,教師35,41,53,80
41040031S,學生1340,AEU0022,資料結構,3,教師35,91,3,7
410H0023I,學生926,AEU0022,資料結構,3,教師35,59,53,34
41201127E,學生168,AEU0022,資料結構,3,教師35,79,92,34
41171005H,學生558,AEU0022,資料結構,3,教師35,14,62,32
41075043H,學生730,AEU0022,資料結構,3,教師35,61,17,4
41271010H,學生563,AEU0022,資料結構,3,教師35,61,89,40
41060033T,學生1665,AEU0022,資料結構,3,教師35,46,43,27
41141017S,學生1371,AEU0022,資料結構,3,教師35,61,33,6
41232024A,學生74,AEU0022,資料結構,3,教師35,50,73,72
41111119E,學生430,AEU0022,資料結構,3,教師35,54,61,71
41051130S,學生1614,AEU0066,線性代數,3,教師36,51,50,43
41100031E,學生125,AEU0066,線性代數,3,教師36,92,54,33
41173106H,學生649,AEU0066,線性代數,3,教師36,14,63,73
41005117E,學生250,AEU0066,線性代數,3,教師36,71,2,61
41151113S,學生1597,AEU0066,線性代數,3,教師36,60,100,99
41060209T,學生1641,AEU0066,線性代數,3,教師36,20,50,13
41277211H,學生784,AEU0066,線性代數,3,教師36,82,6,94
41041209S,學生1363,AEU0066,線性代數,3,教師36,86,20,47
41092108M,學生1227,AEU0066,線性代數,3,教師36,74,72,14
41220239L,學生986,AEU0066,線性代數,3,教師36,74,38,71
41230007A,學生7,AEU0066,線性代數,3,教師36,87,17,77
41201242E,學生183,AEU0066,線性代數,3,教師36,99,3,86
41051247S,學生1631,AEU0066,線性代數,3,教師36,23,88,61
41141213S,學生1367,AEU0066,線性代數,3,教師36,2,59,39
41123040L,學生1122,AEU0066,線性代數,3,教師36,21,13,84
411H0105I,學生908,AEU0066,線性代數,3,教師36,52,8,79
41100025E,學生119,AEU0066,線性代數,3,教師36,1,89,81
41132027A,學生77,AEU0066,線性代數,3,教師36,87,52,52
41105027E,學生260,AEU0066,線性代數,3,教師36,29,1,23
41242130S,學生1434,AEU0066,線性代數,3,教師36,37,83,25
41090039M,學生1212,AEU0066,線性代數,3,教師36,1,91,88
41020225L,學生972,AEU0066,線性代數,3,教師36,63,59,59
41060208T,學生1640,AEU0066,線性代數,3,教師36,59,70,40
411H0028I,學生931,AEU0066,線性代數,3,教師36,20,43,28
41170243H,學生547,AEU0066,線性代數,3,教師36,32,7,14
41009210E,學生380,AEU0066,線性代數,3,教師36,75,46,44
41205008E,學生241,AEU0066,線性代數,3,教師36,57,34,64
41106217E,學生300,AEU0066,線性代數,3,教師36,21,77,88
41013226E,學生483,AEU0066,線性代數,3,教師36,88,80,70
41213131E,學生488,AEU0066,線性代數,3,教師36,48,35,8
41251233S,學生1617,AEU0066,線性代數,3,教師36,90,49,87
41071126H,學生579,AEU0066,線性代數,3,教師36,58,3,0
41044016S,學生1508,AEU0066,線性代數,3,教師36,41,1,7
41275006H,學生693,AEU0066,線性代數,3,教師36,91,5,87
41268212T,學生1688,AEU0066,線性代數,3,教師36,59,53,62
41171112H,學生565,AEU0066,線性代數,3,教師36,79,3,10
41101235E,學生176,AEU0066,線性代數,3,教師36,14,53,80
41068202T,學生1678,AEU0066,線性代數,3,教師36,61,92,7
41030235A,學生35,AEU0066,線性代數,3,教師36,61,62,34
41032131A,學生81,AEU0066,線性代數,3,教師36,46,17,34
41090145M,學生1218,AEU0066,線性代數,3,教師36,61,89,32
41200124E,學生118,AEU0077,機器學習在教育上的應用,3,教師27,51,38,23
41190033M,學生1206,AEU0077,機器學習在教育上的應用,3,教師27,92,17,25
41172104H,學生603,AEU0077,機器學習在教育上的應用,3,教師27,14,3,88
41076234H,學生766,AEU0077,機器學習在教育上的應用,3,教師27,71,88,59
41211129E,學生440,AEU0077,機器學習在教育上的應用,3,教師27,60,59,40
41083043I,學生858,AEU0077,機器學習在教育上的應用,3,教師27,20,13,28
41257247O,學生1307,AEU0077,機器學習在教育上的應用,3,教師27,82,8,14
41044212S,學生1504,AEU0077,機器學習在教育上的應用,3,教師27,86,89,44
41177228H,學生801,AEU0077,機器學習在教育上的應用,3,教師27,74,52,64
41201106E,學生147,AEU0077,機器學習在教育上的應用,3,教師27,74,1,88
41123006L,學生1088,AEU0077,機器學習在教育上的應用,3,教師27,87,83,70
41132140A,學生90,AEU0077,機器學習在教育上的應用,3,教師27,99,91,8
41026241L,學生1172,AEU0077,機器學習在教育上的應用,3,教師27,23,59,87
41242210S,學生1414,AEU0077,機器學習在教育上的應用,3,教師27,2,70,0
41121009L,學生996,AEU0077,機器學習在教育上的應用,3,教師27,21,43,7
41084209I,學生871,AEU0077,機器學習在教育上的應用,3,教師27,52,7,87
41013111E,學生468,AEU0077,機器學習在教育上的應用,3,教師27,1,46,62
41276124H,學生756,AEU0077,機器學習在教育上的應用,3,教師27,87,34,10
41243235S,學生1480,AEU0077,機器學習在教育上的應用,3,教師27,29,77,80
41076037H,學生769,AEU0077,機器學習在教育上的應用,3,教師27,37,80,7
41183145I,學生860,AEU0077,機器學習在教育上的應用,3,教師27,1,35,34
41213030E,學生487,AEU0077,機器學習在教育上的應用,3,教師27,63,49,34
41222032L,學生1069,AEU0077,機器學習在教育上的應用,3,教師27,59,3,32
411H0014I,學生917,AEU0077,機器學習在教育上的應用,3,教師27,20,1,4
41211033E,學生444,AEU0077,機器學習在教育上的應用,3,教師27,32,5,40
41020102L,學生949,AEU0077,機器學習在教育上的應用,3,教師27,75,53,27
41221222L,學生1009,AEU0077,機器學習在教育上的應用,3,教師27,57,3,6
41277105H,學生778,AEU0077,機器學習在教育上的應用,3,教師27,21,53,72
41047103S,學生1539,AEU0077,機器學習在教育上的應用,3,教師27,88,92,71
41111223E,學生434,AEU0077,機器學習在教育上的應用,3,教師27,48,62,11
41007017E,學生345,AEU0077,機器學習在教育上的應用,3,教師27,90,17,33
41021239L,學生1026,AEU0077,機器學習在教育上的應用,3,教師27,58,89,32
41251244S,學生1628,AEU0077,機器學習在教育上的應用,3,教師27,41,43,47
41106226E,學生309,AEU0077,機器學習在教育上的應用,3,教師27,91,33,22
41006110E,學生293,AEU0077,機器學習在教育上的應用,3,教師27,59,73,61
41001004E,學生145,AEU0077,機器學習在教育上的應用,3,教師27,79,61,87
41276120H,學生752,AEU0077,機器學習在教育上的應用,3,教師27,14,99,36
41084214I,學生876,AEU0077,機器學習在教育上的應用,3,教師27,61,13,98
41172244H,學生643,AEU0077,機器學習在教育上的應用,3,教師27,61,94,43
41232035A,學生85,AEU0077,機器學習在教育上的應用,3,教師27,46,47,85
41284036I,學生898,AEU0077,機器學習在教育上的應用,3,教師27,61,14,90
41022101L,學生1038,AEU0077,機器學習在教育上的應用,3,教師27,50,71,34
41009211E,學生381,AEU0077,機器學習在教育上的應用,3,教師27,54,77,64
41241137S,學生1391,AEU0077,機器學習在教育上的應用,3,教師27,63,86,98
41241132S,學生1386,AEU0077,機器學習在教育上的應用,3,教師27,2,61,100
410H0237I,學生940,AEU0077,機器學習在教育上的應用,3,教師27,100,39,46
41222014L,學生1051,AEU0077,機器學習在教育上的應用,3,教師27,50,84,77
41001043E,學生184,AEU0077,機器學習在教育上的應用,3,教師27,6,79,2
41040021S,學生1330,AEU0077,機器學習在教育上的應用,3,教師27,20,81,0
41101111E,學生152,AEU0077,機器學習在教育上的應用,3,教師27,72,52,4
41106226E,學生309,AEU0019,電工實驗,2,教師14,51,63,99
41071219H,學生572,AEU0019,電工實驗,2,教師14,92,2,13
41173207H,學生650,AEU0019,電工實驗,2,教師14,14,100,94
41275216H,學生703,AEU0019,電工實驗,2,教師14,71,50,47
41141129S,學生1383,AEU0019,電工實驗,2,教師14,60,6,14
41092138M,學生1257,AEU0019,電工實驗,2,教師14,20,20,71
41083202I,學生817,AEU0019,電工實驗,2,教師14,82,72,77
41270003H,學生507,AEU0019,電工實驗,2,教師14,86,38,86
412H0016I,學生919,AEU0019,電工實驗,2,教師14,74,17,61
41160218T,學生1650,AEU0019,電工實驗,2,教師14,74,3,39
41070011H,學生515,AEU0019,電工實驗,2,教師14,87,88,84
41044244S,學生1536,AEU0019,電工實驗,2,教師14,99,59,79
41160119T,學生1651,AEU0019,電工實驗,2,教師14,23,13,81
41270001H,學生505,AEU0019,電工實驗,2,教師14,2,8,52
41151113S,學生1597,AEU0019,電工實驗,2,教師14,21,89,23
41275219H,學生706,AEU0019,電工實驗,2,教師14,52,52,25
41109001E,學生371,AEU0019,電工實驗,2,教師14,1,1,88
41102144E,學生230,AEU0019,電工實驗,2,教師14,87,83,59
41009141E,學生411,AEU0019,電工實驗,2,教師14,29,91,40
41247234S,學生1570,AEU0019,電工實驗,2,教師14,37,59,28
41160036T,學生1668,AEU0019,電工實驗,2,教師14,1,70,14
41244210S,學生1502,AEU0019,電工實驗,2,教師14,63,43,44
41176027H,學生759,AEU0019,電工實驗,2,教師14,59,7,64
41184205I,學生867,AEU0019,電工實驗,2,教師14,20,46,88
41271213H,學生566,AEU0019,電工實驗,2,教師14,32,34,70
41073227H,學生670,AEU0019,電工實驗,2,教師14,75,77,8
41032122A,學生72,AEU0019,電工實驗,2,教師14,57,80,87
41011042E,學生453,AEU0019,電工實驗,2,教師14,21,35,0
41026015L,學生1146,AEU0019,電工實驗,2,教師14,88,49,7
41043029S,學生1474,AEU0019,電工實驗,2,教師14,48,3,87
41022036L,學生1073,AEU0019,電工實驗,2,教師14,90,1,62
41168105T,學生1681,AEU0019,電工實驗,2,教師14,58,5,10
41247240S,學生1576,AEU0019,電工實驗,2,教師14,41,53,80
41206104E,學生287,AEU0019,電工實驗,2,教師14,91,3,7
41073022H,學生665,AEU0019,電工實驗,2,教師14,59,53,34
41100147E,學生141,AEU0019,電工實驗,2,教師14,79,92,34
41011121E,學生432,AEU0019,電工實驗,2,教師14,14,62,32
41184122I,學生884,AEU0019,電工實驗,2,教師14,61,17,4
41023221L,學生1103,AEU0019,電工實驗,2,教師14,61,89,40
41275201H,學生688,AEU0019,電工實驗,2,教師14,46,43,27
41143110S,學生1455,AEU0019,電工實驗,2,教師14,61,33,6
41060211T,學生1643,AEU0019,電工實驗,2,教師14,50,73,72
41183203I,學生818,AEU0019,電工實驗,2,教師14,54,61,71
41047103S,學生1539,AEU0021,感測與轉換,3,教師23,51,61,17
41170106H,學生510,AEU0021,感測與轉換,3,教師23,92,50,89
41183030I,學生845,AEU0021,感測與轉換,3,教師23,14,54,43
41283246I,學生861,AEU0021,感測與轉換,3,教師23,71,63,33
41275201H,學生688,AEU0021,感測與轉換,3,教師23,60,2,73
41022101L,學生1038,AEU0021,感測與轉換,3,教師23,20,100,61
41290220M,學生1193,AEU0021,感測與轉換,3,教師23,82,50,99
41005032E,學生265,AEU0021,感測與轉換,3,教師23,86,6,13
41021235L,學生1022,AEU0021,感測與轉換,3,教師23,74,20,94
41001201E,學生142,AEU0021,感測與轉換,3,教師23,74,72,47
41168139T,學生1715,AEU0021,感測與轉換,3,教師23,87,38,14
41222129L,學生1066,AEU0021,感測與轉換,3,教師23,99,17,71
41272131H,學生630,AEU0021,感測與轉換,3,教師23,23,3,77
41223035L,學生1117,AEU0021,感測與轉換,3,教師23,2,88,86
41021239L,學生1026,AEU0021,感測與轉換,3,教師23,21,59,61
41106226E,學生309,AEU0021,感測與轉換,3,教師23,52,13,39
41201041E,學生182,AEU0021,感測與轉換,3,教師23,1,8,84
41111104E,學生415,AEU0021,感測與轉換,3,教師23,87,89,79
411H0118I,學生921,AEU0021,感測與轉換,3,教師23,29,52,81
41107041E,學生369,AEU0021,感測與轉換,3,教師23,37,1,52
41173124H,學生667,AEU0021,感測與轉換,3,教師23,1,83,23
41283040I,學生855,AEU0021,感測與轉換,3,教師23,63,91,25
41072234H,學生633,AEU0021,感測與轉換,3,教師23,59,59,88
41113207E,學生464,AEU0021,感測與轉換,3,教師23,20,70,59
41171236H,學生589,AEU0021,感測與轉換,3,教師23,32,43,40
41147101S,學生1537,AEU0021,感測與轉換,3,教師23,75,7,28
411H0033I,學生936,AEU0021,感測與轉換,3,教師23,57,46,14
41243245S,學生1490,AEU0021,感測與轉換,3,教師23,21,34,44
41092233M,學生1252,AEU0021,感測與轉換,3,教師23,88,77,64
41143222S,學生1467,AEU0021,感測與轉換,3,教師23,48,80,88
41057016O,學生1276,AEU0021,感測與轉換,3,教師23,90,35,70
41213216E,學生473,AEU0021,感測與轉換,3,教師23,58,49,8
41226001L,學生1132,AEU0021,感測與轉換,3,教師23,41,3,87
41090145M,學生1218,AEU0021,感測與轉換,3,教師23,91,1,0
41141233S,學生1387,AEU0021,感測與轉換,3,教師23,59,5,7
41060014T,學生1646,AEU0021,感測與轉換,3,教師23,79,53,87
41268022T,學生1698,AEU0021,感測與轉換,3,教師23,14,3,62
41222223L,學生1060,AEU0021,感測與轉換,3,教師23,61,53,10
41242105S,學生1409,AEU0021,感測與轉換,3,教師23,61,92,80
41073021H,學生664,AEU0021,感測與轉換,3,教師23,46,62,7
41007212E,學生340,AEU0027,通訊原理（一）,3,教師21,51,50,43
41271246H,學生599,AEU0027,通訊原理（一）,3,教師21,92,54,33
41206218E,學生301,AEU0027,通訊原理（一）,3,教師21,14,63,73
41044019S,學生1511,AEU0027,通訊原理（一）,3,教師21,71,2,61
41111223E,學生434,AEU0027,通訊原理（一）,3,教師21,60,100,99
41057234O,學生1294,AEU0027,通訊原理（一）,3,教師21,20,50,13
41130224A,學生24,AEU0027,通訊原理（一）,3,教師21,82,6,94
41283228I,學生843,AEU0027,通訊原理（一）,3,教師21,86,20,47
41142219S,學生1423,AEU0027,通訊原理（一）,3,教師21,74,72,14
41092140M,學生1259,AEU0027,通訊原理（一）,3,教師21,74,38,71
41260142T,學生1674,AEU0027,通訊原理（一）,3,教師21,87,17,77
41109205E,學生375,AEU0027,通訊原理（一）,3,教師21,99,3,86
41068127T,學生1703,AEU0027,通訊原理（一）,3,教師21,23,88,61
41190116M,學生1189,AEU0027,通訊原理（一）,3,教師21,2,59,39
41175207H,學生694,AEU0027,通訊原理（一）,3,教師21,21,13,84
41206115E,學生298,AEU0027,通訊原理（一）,3,教師21,52,8,79
41271230H,學生583,AEU0027,通訊原理（一）,3,教師21,1,89,81
41060015T,學生1647,AEU0027,通訊原理（一）,3,教師21,87,52,52
41011001E,學生412,AEU0027,通訊原理（一）,3,教師21,29,1,23
41247215S,學生1551,AEU0027,通訊原理（一）,3,教師21,37,83,25
41277105H,學生778,AEU0027,通訊原理（一）,3,教師21,1,91,88
41220216L,學生963,AEU0027,通訊原理（一）,3,教師21,63,59,59
41168017T,學生1693,AEU0027,通訊原理（一）,3,教師21,59,70,40
41244126S,學生1518,AEU0027,通訊原理（一）,3,教師21,20,43,28
41105122E,學生255,AEU0027,通訊原理（一）,3,教師21,32,7,14
41240017S,學生1326,AEU0027,通訊原理（一）,3,教師21,75,46,44
41013222E,學生479,AEU0027,通訊原理（一）,3,教師21,57,34,64
41072209H,學生608,AEU0027,通訊原理（一）,3,教師21,21,77,88
41272222H,學生621,AEU0027,通訊原理（一）,3,教師21,88,80,70
41172003H,學生602,AEU0027,通訊原理（一）,3,教師21,48,35,8
412H0036I,學生939,AEU0027,通訊原理（一）,3,教師21,90,49,87
41107124E,學生352,AEU0027,通訊原理（一）,3,教師21,58,3,0
41201233E,學生174,AEU0027,通訊原理（一）,3,教師21,41,1,7
41170245H,學生549,AEU0027,通訊原理（一）,3,教師21,91,5,87
41109002E,學生372,AEU0027,通訊原理（一）,3,教師21,59,53,62
41021248L,學生1035,AEU0027,通訊原理（一）,3,教師21,79,3,10
41226001L,學生1132,AEU0027,通訊原理（一）,3,教師21,14,53,80
41060137T,學生1669,AEU0027,通訊原理（一）,3,教師21,61,92,7
41183218I,學生833,AEU0027,通訊原理（一）,3,教師21,61,62,34
41142125S,學生1429,AEU0027,通訊原理（一）,3,教師21,46,17,34
41043106S,學生1451,AEU0027,通訊原理（一）,3,教師21,61,89,32
412H0025I,學生928,AEU0030,電機機械（一）,3,教師32,51,63,99
41107111E,學生339,AEU0030,電機機械（一）,3,教師32,92,2,13
41083041I,學生856,AEU0030,電機機械（一）,3,教師32,14,100,94
41200232E,學生126,AEU0030,電機機械（一）,3,教師32,71,50,47
41200209E,學生103,AEU0030,電機機械（一）,3,教師32,60,6,14
41076018H,學生750,AEU0030,電機機械（一）,3,教師32,20,20,71
41032212A,學生62,AEU0030,電機機械（一）,3,教師32,82,72,77
41026026L,學生1157,AEU0030,電機機械（一）,3,教師32,86,38,86
41026125L,學生1156,AEU0030,電機機械（一）,3,教師32,74,17,61
41160231T,學生1663,AEU0030,電機機械（一）,3,教師32,74,3,39
41184226I,學生888,AEU0030,電機機械（一）,3,教師32,87,88,84
41083204I,學生819,AEU0030,電機機械（一）,3,教師32,99,59,79
41190124M,學生1197,AEU0030,電機機械（一）,3,教師32,23,13,81
41092126M,學生1245,AEU0030,電機機械（一）,3,教師32,2,8,52
41101220E,學生161,AEU0030,電機機械（一）,3,教師32,21,89,23
41272219H,學生618,AEU0030,電機機械（一）,3,教師32,52,52,25
41205235E,學生268,AEU0030,電機機械（一）,3,教師32,1,1,88
41270012H,學生516,AEU0030,電機機械（一）,3,教師32,87,83,59
41002145E,學生231,AEU0030,電機機械（一）,3,教師32,29,91,40
41060033T,學生1665,AEU0030,電機機械（一）,3,教師32,37,59,28
